po_id,sku_id,supplier_id,po_date,is_weekend_po,quantity_ordered,total_value_inr,expected_delivery_date,actual_delivery_date,delivered_on_time,days_late,quantity_delivered,quality_status,payment_status
PO-010619,SKU-00482,SUP-0075,2024-02-19,0,3969,14186745.59,2024-03-19,2024-03-17,1,0,3663,Accepted,Paid
PO-010620,SKU-00120,SUP-0133,2023-06-22,0,444,48249.49,2023-07-03,2023-07-04,0,1,399,Accepted,Paid
PO-010621,SKU-00445,SUP-0051,2024-07-28,1,2186,67243563.05,2024-08-07,2024-08-11,0,4,2103,Accepted,Pending
PO-010622,SKU-00317,SUP-0159,2023-07-22,1,424,91068.88,2023-07-30,2023-08-01,0,2,385,Accepted,Paid
PO-010623,SKU-00219,SUP-0059,2023-08-26,1,2105,15264552.11,2023-09-07,2023-09-10,0,3,2101,Accepted,Paid
PO-010624,SKU-00319,SUP-0048,2024-06-18,0,137,138180.68,2024-07-14,2024-07-10,1,0,135,Accepted,Paid
PO-010625,SKU-00127,SUP-0058,2024-01-25,0,166,15005.96,2024-02-29,2024-03-01,0,1,161,Accepted,Pending
PO-010626,SKU-00333,SUP-0078,2023-06-09,0,87,2593.25,2023-07-12,2023-07-15,0,3,83,Accepted,Paid
PO-010627,SKU-00465,SUP-0146,2024-12-15,1,1301,2851215.85,2025-01-06,2025-01-12,0,6,1184,Accepted,Pending
PO-010628,SKU-00447,SUP-0027,2023-01-19,0,683,8830429.63,2023-02-08,2023-02-10,0,2,622,Accepted,Paid
PO-010629,SKU-00051,SUP-0141,2024-07-06,1,532,1520299.11,2024-07-18,2024-07-20,0,2,501,Fully Rejected,Pending
PO-010630,SKU-00095,SUP-0060,2023-03-30,0,42,36021.0,2023-04-14,2023-04-14,1,0,39,Accepted,Paid
PO-010631,SKU-00016,SUP-0138,2024-11-15,0,272,1169526.87,2024-11-19,2024-11-19,1,0,259,Accepted,Paid
PO-010632,SKU-00450,SUP-0008,2023-04-28,0,2278,19881417.24,2023-05-06,2023-05-05,1,0,2141,Accepted,Pending
PO-010633,SKU-00367,SUP-0178,2023-10-16,0,425,734861.24,2023-10-28,2023-10-29,0,1,415,Accepted,Pending
PO-010634,SKU-00198,SUP-0154,2023-09-11,0,229,9521.16,2023-09-20,2023-09-20,1,0,208,Accepted,Paid
PO-010635,SKU-00093,SUP-0113,2023-02-12,1,60,52263.8,2023-03-21,2023-03-31,0,10,59,Accepted,Pending
PO-010636,SKU-00162,SUP-0102,2024-01-03,0,1886,8279508.41,2024-01-13,2024-01-13,1,0,1766,Partially Rejected,Paid
PO-010637,SKU-00410,SUP-0175,2023-04-04,0,65,20919.29,2023-04-24,2023-04-23,1,0,62,Accepted,Paid
PO-010638,SKU-00460,SUP-0073,2024-03-16,1,2310,2372182.13,2024-04-02,2024-04-06,0,4,2103,Accepted,Overdue
PO-010639,SKU-00026,SUP-0030,2024-05-20,0,248,10505382.3,2024-05-28,2024-05-28,1,0,239,Accepted,Paid
PO-010640,SKU-00034,SUP-0188,2023-06-14,0,2159,1820972.31,2023-06-28,2023-06-26,1,0,2037,Accepted,Paid
PO-010641,SKU-00448,SUP-0098,2024-10-29,0,556,142541.9,2024-12-01,2024-12-05,0,4,528,Accepted,Pending
PO-010642,SKU-00175,SUP-0121,2023-07-23,1,112,34626.79,2023-07-30,2023-08-01,0,2,111,Accepted,Paid
PO-010643,SKU-00201,SUP-0075,2024-05-30,0,807,2828285.44,2024-06-28,2024-06-27,1,0,767,Accepted,Paid
PO-010644,SKU-00128,SUP-0174,2024-05-24,0,115,9630.49,2024-06-22,2024-06-20,1,0,106,Accepted,Pending
PO-010645,SKU-00111,SUP-0198,2023-02-20,0,318,16025654.97,2023-03-04,2023-03-02,1,0,316,Accepted,Overdue
PO-010646,SKU-00137,SUP-0097,2024-11-07,0,926,1319674.59,2024-12-18,2024-12-15,1,0,866,Accepted,Paid
PO-010647,SKU-00174,SUP-0109,2024-06-17,0,69,247254.26,2024-07-19,2024-07-18,1,0,68,Accepted,Pending
PO-010648,SKU-00360,SUP-0183,2023-03-26,1,1891,208902.99,2023-04-01,2023-04-03,0,2,1763,Accepted,Pending
PO-010649,SKU-00325,SUP-0056,2023-02-11,1,36,165536.68,2023-03-07,2023-03-12,0,5,34,Accepted,Paid
PO-010650,SKU-00046,SUP-0133,2024-03-31,1,234,7325.46,2024-04-11,2024-04-14,0,3,214,Accepted,Paid
PO-010651,SKU-00024,SUP-0031,2023-05-07,1,347,13006.98,2023-05-24,2023-05-27,0,3,340,Accepted,Paid
PO-010652,SKU-00366,SUP-0187,2023-05-23,0,36,2800.73,2023-06-08,2023-06-07,1,0,33,Partially Rejected,Pending
PO-010653,SKU-00136,SUP-0157,2023-07-15,1,75,268539.77,2023-07-30,2023-08-01,0,2,71,Accepted,Pending
PO-010654,SKU-00225,SUP-0030,2024-11-19,0,1061,103746.46,2024-11-27,2024-11-27,1,0,982,Accepted,Paid
PO-010655,SKU-00389,SUP-0156,2023-10-24,0,3790,3999767.13,2023-11-13,2023-11-15,0,2,3649,Accepted,Paid
PO-010656,SKU-00197,SUP-0074,2024-07-02,0,50,2163.21,2024-07-29,2024-07-25,1,0,46,Accepted,Paid
PO-010657,SKU-00028,SUP-0087,2023-08-09,0,227,365772.01,2023-08-29,2023-08-28,1,0,209,Accepted,Paid
PO-010658,SKU-00263,SUP-0139,2023-11-30,0,81,394152.22,2023-12-11,2023-12-10,1,0,78,Accepted,Paid
PO-010659,SKU-00284,SUP-0161,2024-05-15,0,175,234773.59,2024-06-27,2024-06-23,1,0,173,Accepted,Paid
PO-010660,SKU-00368,SUP-0127,2024-07-26,0,439,530052.46,2024-07-30,2024-07-31,0,1,427,Accepted,Paid
PO-010661,SKU-00308,SUP-0194,2023-03-12,1,84,60378.75,2023-03-23,2023-03-25,0,2,83,Partially Rejected,Overdue
PO-010662,SKU-00427,SUP-0065,2024-04-24,0,27,218589.84,2024-05-10,2024-05-11,0,1,26,Accepted,Paid
PO-010663,SKU-00349,SUP-0118,2023-06-21,0,58,492594.15,2023-06-29,2023-06-28,1,0,57,Accepted,Paid
PO-010664,SKU-00110,SUP-0115,2023-09-24,1,2192,84337.53,2023-10-05,2023-10-08,0,3,2043,Accepted,Paid
PO-010665,SKU-00261,SUP-0155,2024-03-28,0,77,1185812.72,2024-04-05,2024-04-05,1,0,73,Accepted,Paid
PO-010666,SKU-00444,SUP-0176,2023-04-01,1,350,1014872.64,2023-04-17,2023-04-22,0,5,319,Accepted,Paid
PO-010667,SKU-00500,SUP-0068,2024-08-24,1,2482,5214197.26,2024-09-06,2024-09-08,0,2,2374,Accepted,Paid
PO-010668,SKU-00240,SUP-0095,2023-04-19,0,36,12109.89,2023-04-27,2023-04-28,0,1,34,Accepted,Pending
PO-010669,SKU-00062,SUP-0037,2023-07-13,0,226,398709.61,2023-08-09,2023-08-08,1,0,224,Fully Rejected,Paid
PO-010670,SKU-00098,SUP-0174,2023-05-30,0,935,5049813.25,2023-06-28,2023-07-02,0,4,865,Accepted,Paid
PO-010671,SKU-00240,SUP-0095,2024-11-25,0,16,5145.14,2024-12-03,2024-12-02,1,0,15,Accepted,Pending
PO-010672,SKU-00260,SUP-0034,2024-08-12,0,100,59441.1,2024-08-25,2024-08-24,1,0,97,Accepted,Paid
PO-010673,SKU-00109,SUP-0083,2023-06-27,0,343,294889.03,2023-07-13,2023-07-12,1,0,328,Accepted,Pending
PO-010674,SKU-00190,SUP-0012,2024-12-09,0,1325,2097092.22,2024-12-25,2024-12-27,0,2,1206,Accepted,Paid
PO-010675,SKU-00472,SUP-0095,2024-04-22,0,83,84382.95,2024-04-30,2024-05-01,0,1,75,Accepted,Pending
PO-010676,SKU-00485,SUP-0025,2024-03-18,0,2649,15451837.26,2024-04-01,2024-03-30,1,0,2559,Accepted,Paid
PO-010677,SKU-00156,SUP-0173,2023-05-16,0,2199,81446500.16,2023-06-15,2023-06-14,1,0,2093,Fully Rejected,Paid
PO-010678,SKU-00166,SUP-0127,2024-02-27,0,3144,17211136.84,2024-03-02,2024-03-02,1,0,2994,Accepted,Pending
PO-010679,SKU-00004,SUP-0164,2023-06-05,0,2917,1157601.28,2023-07-16,2023-07-12,1,0,2774,Accepted,Paid
PO-010680,SKU-00149,SUP-0029,2024-05-29,0,108,13774.21,2024-06-15,2024-06-12,1,0,100,Accepted,Overdue
PO-010681,SKU-00019,SUP-0157,2024-12-03,0,61,4156.63,2024-12-18,2024-12-20,0,2,59,Accepted,Paid
PO-010682,SKU-00111,SUP-0198,2023-09-16,1,370,18043268.73,2023-09-28,2023-10-02,0,4,335,Accepted,Paid
PO-010683,SKU-00444,SUP-0176,2023-02-01,0,575,1644533.14,2023-02-17,2023-02-18,0,1,543,Accepted,Paid
PO-010684,SKU-00389,SUP-0156,2023-12-21,0,1939,2074788.56,2024-01-10,2024-01-11,0,1,1875,Accepted,Paid
PO-010685,SKU-00281,SUP-0167,2024-04-20,1,87,443333.29,2024-05-14,2024-05-20,0,6,80,Accepted,Pending
PO-010686,SKU-00024,SUP-0031,2024-05-10,0,79,2781.55,2024-05-27,2024-05-24,1,0,72,Accepted,Overdue
PO-010687,SKU-00168,SUP-0134,2024-05-14,0,844,4564034.9,2024-06-18,2024-06-16,1,0,808,Accepted,Paid
PO-010688,SKU-00117,SUP-0023,2023-06-09,0,71,2744482.19,2023-06-28,2023-06-27,1,0,67,Accepted,Overdue
PO-010689,SKU-00006,SUP-0095,2024-09-01,1,1500,1004419.21,2024-09-09,2024-09-11,0,2,1423,Accepted,Paid
PO-010690,SKU-00491,SUP-0134,2024-07-10,0,10,168388.91,2024-08-14,2024-08-09,1,0,9,Accepted,Paid
PO-010691,SKU-00135,SUP-0084,2024-06-09,1,52,2167817.95,2024-06-27,2024-06-30,0,3,47,Accepted,Pending
PO-010692,SKU-00165,SUP-0149,2023-02-25,1,652,643362.42,2023-03-13,2023-03-17,0,4,623,Accepted,Paid
PO-010693,SKU-00288,SUP-0149,2023-02-09,0,405,33323.39,2023-02-25,2023-02-26,0,1,399,Accepted,Pending
PO-010694,SKU-00256,SUP-0181,2023-05-11,0,227,8452142.22,2023-05-16,2023-05-15,1,0,212,Accepted,Paid
PO-010695,SKU-00440,SUP-0197,2023-06-06,0,151,5616339.44,2023-06-16,2023-06-15,1,0,145,Accepted,Pending
PO-010696,SKU-00253,SUP-0058,2024-10-25,0,181,762327.83,2024-11-29,2024-12-03,0,4,175,Partially Rejected,Overdue
PO-010697,SKU-00408,SUP-0076,2023-08-27,1,13,541.94,2023-09-06,2023-09-08,0,2,12,Accepted,Paid
PO-010698,SKU-00346,SUP-0127,2023-03-17,0,58,540601.19,2023-03-21,2023-03-22,0,1,53,Accepted,Paid
PO-010699,SKU-00414,SUP-0144,2024-07-05,0,4959,324117.33,2024-07-29,2024-07-29,1,0,4702,Accepted,Paid
PO-010700,SKU-00339,SUP-0161,2023-12-14,0,94,157084.41,2024-01-26,2024-01-25,1,0,84,Accepted,Paid
PO-010701,SKU-00202,SUP-0156,2023-04-18,0,79,68656.42,2023-05-08,2023-05-08,1,0,74,Accepted,Pending
PO-010702,SKU-00350,SUP-0200,2024-01-12,0,1406,511129.83,2024-02-02,2024-02-05,0,3,1303,Partially Rejected,Paid
PO-010703,SKU-00222,SUP-0019,2023-06-10,1,2263,101571511.63,2023-06-21,2023-06-23,0,2,2246,Accepted,Pending
PO-010704,SKU-00337,SUP-0065,2023-05-31,0,276,150000.22,2023-06-16,2023-06-18,0,2,253,Accepted,Paid
PO-010705,SKU-00363,SUP-0037,2023-12-07,0,231,4606304.12,2024-01-03,2024-01-06,0,3,228,Accepted,Pending
PO-010706,SKU-00242,SUP-0112,2024-05-26,1,1606,817331.09,2024-05-31,2024-06-01,0,1,1516,Accepted,Paid
PO-010707,SKU-00100,SUP-0011,2023-09-24,1,994,35351019.97,2023-10-17,2023-10-23,0,6,969,Accepted,Pending
PO-010708,SKU-00020,SUP-0163,2024-02-12,0,4763,40546567.13,2024-02-22,2024-02-24,0,2,4745,Accepted,Paid
PO-010709,SKU-00050,SUP-0086,2023-11-22,0,41,2331.53,2023-12-16,2023-12-12,1,0,39,Accepted,Paid
PO-010710,SKU-00168,SUP-0134,2024-04-03,0,2123,11626981.4,2024-05-08,2024-05-08,1,0,2011,Accepted,Paid
PO-010711,SKU-00416,SUP-0114,2023-04-19,0,1095,6592388.74,2023-04-28,2023-04-29,0,1,1068,Accepted,Paid
PO-010712,SKU-00081,SUP-0193,2023-07-17,0,1387,580554.22,2023-07-28,2023-07-27,1,0,1276,Partially Rejected,Pending
PO-010713,SKU-00422,SUP-0199,2023-12-25,0,2007,67753.98,2024-01-03,2024-01-04,0,1,1857,Accepted,Paid
PO-010714,SKU-00475,SUP-0126,2023-03-17,0,1312,16089906.55,2023-04-09,2023-04-06,1,0,1303,Accepted,Paid
PO-010715,SKU-00350,SUP-0200,2024-05-18,1,1242,479710.46,2024-06-08,2024-06-12,0,4,1237,Accepted,Paid
PO-010716,SKU-00038,SUP-0002,2023-05-14,1,280,1121542.49,2023-05-24,2023-05-28,0,4,253,Accepted,Paid
PO-010717,SKU-00354,SUP-0058,2023-07-16,1,1749,52216204.35,2023-08-20,2023-08-31,0,11,1585,Accepted,Pending
PO-010718,SKU-00212,SUP-0020,2023-03-25,1,2436,716846.12,2023-04-28,2023-05-04,0,6,2343,Accepted,Paid
PO-010719,SKU-00469,SUP-0153,2024-02-25,1,135,448371.26,2024-03-03,2024-03-05,0,2,133,Accepted,Paid
PO-010720,SKU-00404,SUP-0007,2024-11-17,1,257,622818.79,2024-11-27,2024-11-30,0,3,256,Accepted,Paid
PO-010721,SKU-00290,SUP-0196,2024-11-17,1,481,4415307.46,2024-12-03,2024-12-07,0,4,441,Accepted,Paid
PO-010722,SKU-00226,SUP-0082,2023-07-07,0,27,77479.73,2023-07-19,2023-07-20,0,1,25,Accepted,Paid
PO-010723,SKU-00354,SUP-0058,2023-10-15,1,465,14340732.48,2023-11-19,2023-11-29,0,10,419,Accepted,Paid
PO-010724,SKU-00255,SUP-0045,2023-10-02,0,2066,37926.47,2023-10-20,2023-10-19,1,0,1950,Partially Rejected,Paid
PO-010725,SKU-00079,SUP-0030,2023-05-19,0,1355,6487.76,2023-05-27,2023-05-26,1,0,1235,Accepted,Paid
PO-010726,SKU-00428,SUP-0094,2023-04-08,1,1955,1749018.06,2023-04-28,2023-05-02,0,4,1793,Accepted,Paid
PO-010727,SKU-00376,SUP-0045,2023-08-21,0,118,66635.0,2023-09-08,2023-09-09,0,1,113,Accepted,Paid
PO-010728,SKU-00115,SUP-0124,2024-05-21,0,3463,22292679.58,2024-06-02,2024-05-31,1,0,3201,Accepted,Paid
PO-010729,SKU-00209,SUP-0128,2023-08-22,0,337,10935871.97,2023-08-29,2023-08-28,1,0,310,Accepted,Paid
PO-010730,SKU-00042,SUP-0055,2023-05-22,0,288,12602747.85,2023-06-12,2023-06-14,0,2,277,Accepted,Paid
PO-010731,SKU-00053,SUP-0159,2024-12-17,0,140,4741426.23,2024-12-25,2024-12-26,0,1,136,Accepted,Overdue
PO-010732,SKU-00233,SUP-0055,2023-06-23,0,4350,607415.41,2023-07-14,2023-07-14,1,0,4187,Accepted,Paid
PO-010733,SKU-00302,SUP-0125,2024-07-17,0,235,348232.16,2024-07-29,2024-07-29,1,0,234,Accepted,Paid
PO-010734,SKU-00363,SUP-0037,2024-06-30,1,66,1246515.9,2024-07-27,2024-08-01,0,5,62,Accepted,Pending
PO-010735,SKU-00447,SUP-0027,2024-01-18,0,2152,28937302.93,2024-02-07,2024-02-06,1,0,2138,Accepted,Paid
PO-010736,SKU-00320,SUP-0046,2024-05-14,0,4366,202536594.95,2024-05-23,2024-05-23,1,0,4001,Accepted,Paid
PO-010737,SKU-00148,SUP-0148,2023-09-26,0,173,1979184.97,2023-10-08,2023-10-08,1,0,158,Accepted,Paid
PO-010738,SKU-00149,SUP-0029,2023-02-09,0,82,10473.3,2023-02-26,2023-02-24,1,0,75,Accepted,Paid
PO-010739,SKU-00153,SUP-0122,2023-11-02,0,61,901.21,2023-11-25,2023-11-28,0,3,58,Accepted,Overdue
PO-010740,SKU-00302,SUP-0125,2023-01-15,1,232,346124.04,2023-01-27,2023-01-30,0,3,229,Accepted,Paid
PO-010741,SKU-00286,SUP-0060,2023-12-05,0,4235,152402689.13,2023-12-20,2023-12-22,0,2,4075,Accepted,Paid
PO-010742,SKU-00209,SUP-0128,2023-08-01,0,227,7242980.3,2023-08-08,2023-08-08,1,0,209,Accepted,Pending
PO-010743,SKU-00047,SUP-0091,2024-03-06,0,478,202151.35,2024-03-19,2024-03-20,0,1,466,Accepted,Paid
PO-010744,SKU-00243,SUP-0027,2023-07-17,0,242,966046.62,2023-08-06,2023-08-03,1,0,231,Accepted,Overdue
PO-010745,SKU-00287,SUP-0023,2023-01-19,0,28,2409.02,2023-02-07,2023-02-05,1,0,27,Partially Rejected,Paid
PO-010746,SKU-00276,SUP-0097,2024-07-15,0,303,1140.61,2024-08-25,2024-08-19,1,0,283,Accepted,Paid
PO-010747,SKU-00152,SUP-0121,2024-12-28,1,54,2550542.41,2025-01-04,2025-01-05,0,1,53,Accepted,Paid
PO-010748,SKU-00290,SUP-0196,2023-09-04,0,238,2123910.53,2023-09-20,2023-09-20,1,0,214,Accepted,Paid
PO-010749,SKU-00193,SUP-0179,2024-02-02,0,1024,67275.61,2024-02-10,2024-02-11,0,1,976,Accepted,Paid
PO-010750,SKU-00030,SUP-0165,2023-08-17,0,363,904027.47,2023-08-25,2023-08-26,0,1,357,Accepted,Pending
PO-010751,SKU-00141,SUP-0054,2023-02-06,0,660,732493.63,2023-02-25,2023-02-27,0,2,650,Accepted,Paid
PO-010752,SKU-00269,SUP-0139,2024-07-31,0,693,549697.45,2024-08-11,2024-08-09,1,0,639,Accepted,Paid
PO-010753,SKU-00175,SUP-0121,2023-07-01,1,52,16547.68,2023-07-08,2023-07-10,0,2,48,Accepted,Paid
PO-010754,SKU-00335,SUP-0009,2023-04-02,1,192,5143908.85,2023-04-27,2023-05-03,0,6,181,Accepted,Paid
PO-010755,SKU-00353,SUP-0141,2024-08-03,1,56,22837.64,2024-08-15,2024-08-19,0,4,51,Accepted,Pending
PO-010756,SKU-00371,SUP-0063,2024-10-11,0,118,39760.55,2024-10-19,2024-10-18,1,0,110,Accepted,Pending
PO-010757,SKU-00056,SUP-0119,2023-05-26,0,61,86239.27,2023-06-08,2023-06-09,0,1,58,Accepted,Pending
PO-010758,SKU-00239,SUP-0055,2024-09-18,0,356,164253.22,2024-10-09,2024-10-08,1,0,350,Accepted,Paid
PO-010759,SKU-00272,SUP-0032,2024-05-11,1,850,6955071.65,2024-05-23,2024-05-25,0,2,787,Accepted,Paid
PO-010760,SKU-00412,SUP-0195,2023-10-15,1,901,4794934.86,2023-10-30,2023-11-03,0,4,817,Accepted,Paid
PO-010761,SKU-00407,SUP-0107,2024-03-22,0,1150,1663407.35,2024-04-03,2024-04-03,1,0,1055,Accepted,Paid
PO-010762,SKU-00009,SUP-0171,2024-12-23,0,57,44757.58,2025-02-05,2025-02-07,0,2,53,Accepted,Paid
PO-010763,SKU-00017,SUP-0122,2024-05-28,0,83,6131.43,2024-06-20,2024-06-21,0,1,78,Accepted,Overdue
PO-010764,SKU-00333,SUP-0078,2023-11-01,0,81,2533.07,2023-12-04,2023-12-08,0,4,78,Accepted,Pending
PO-010765,SKU-00083,SUP-0122,2024-02-07,0,578,59533.89,2024-03-01,2024-02-27,1,0,561,Accepted,Pending
PO-010766,SKU-00188,SUP-0016,2024-11-17,1,284,327341.6,2024-12-08,2024-12-11,0,3,271,Accepted,Paid
PO-010767,SKU-00386,SUP-0067,2024-04-23,0,1269,34275.99,2024-05-20,2024-05-22,0,2,1193,Accepted,Paid
PO-010768,SKU-00269,SUP-0139,2023-09-02,1,922,696510.28,2023-09-13,2023-09-16,0,3,865,Accepted,Paid
PO-010769,SKU-00302,SUP-0125,2023-12-22,0,113,177585.22,2024-01-03,2024-01-02,1,0,106,Partially Rejected,Paid
PO-010770,SKU-00487,SUP-0041,2023-12-12,0,34,82244.26,2023-12-22,2023-12-22,1,0,31,Accepted,Paid
PO-010771,SKU-00063,SUP-0055,2023-03-16,0,221,1213491.69,2023-04-06,2023-04-04,1,0,217,Accepted,Paid
PO-010772,SKU-00202,SUP-0156,2023-10-22,1,203,181243.23,2023-11-11,2023-11-16,0,5,193,Accepted,Pending
PO-010773,SKU-00180,SUP-0180,2024-01-14,1,164,8958.47,2024-02-14,2024-02-19,0,5,158,Accepted,Pending
PO-010774,SKU-00101,SUP-0066,2024-05-06,0,220,13402.96,2024-06-03,2024-06-07,0,4,217,Accepted,Paid
PO-010775,SKU-00438,SUP-0085,2024-03-23,1,24,2235.27,2024-04-06,2024-04-08,0,2,23,Accepted,Paid
PO-010776,SKU-00071,SUP-0043,2023-02-03,0,2421,11422991.13,2023-02-25,2023-02-26,0,1,2263,Accepted,Paid
PO-010777,SKU-00261,SUP-0155,2023-03-11,1,138,1990076.06,2023-03-19,2023-03-21,0,2,132,Accepted,Paid
PO-010778,SKU-00418,SUP-0094,2023-09-06,0,1751,8669567.02,2023-09-26,2023-09-27,0,1,1614,Accepted,Paid
PO-010779,SKU-00019,SUP-0157,2024-04-04,0,363,25404.59,2024-04-19,2024-04-21,0,2,328,Accepted,Paid
PO-010780,SKU-00007,SUP-0009,2023-03-29,0,446,40852.47,2023-04-23,2023-04-26,0,3,418,Accepted,Paid
PO-010781,SKU-00408,SUP-0076,2023-06-04,1,46,1858.12,2023-06-14,2023-06-16,0,2,42,Accepted,Paid
PO-010782,SKU-00087,SUP-0096,2024-11-12,0,4571,9529619.65,2024-11-21,2024-11-21,1,0,4221,Accepted,Pending
PO-010783,SKU-00430,SUP-0100,2024-08-25,1,3415,8618162.9,2024-09-26,2024-10-02,0,6,3284,Accepted,Paid
PO-010784,SKU-00333,SUP-0078,2024-12-11,0,83,2480.41,2025-01-13,2025-01-13,1,0,74,Accepted,Paid
PO-010785,SKU-00103,SUP-0055,2024-06-21,0,408,318473.95,2024-07-12,2024-07-13,0,1,386,Accepted,Paid
PO-010786,SKU-00431,SUP-0160,2024-11-04,0,148,62757.47,2024-11-18,2024-11-16,1,0,134,Accepted,Paid
PO-010787,SKU-00454,SUP-0160,2023-12-10,1,4406,10318896.32,2023-12-24,2023-12-28,0,4,4253,Accepted,Paid
PO-010788,SKU-00080,SUP-0108,2024-12-15,1,122,120445.51,2024-12-20,2024-12-21,0,1,120,Accepted,Paid
PO-010789,SKU-00123,SUP-0106,2024-12-16,0,698,47693.84,2025-01-03,2025-01-02,1,0,667,Accepted,Paid
PO-010790,SKU-00229,SUP-0044,2024-08-11,1,61,20678.08,2024-09-02,2024-09-08,0,6,54,Accepted,Paid
PO-010791,SKU-00401,SUP-0125,2023-02-06,0,195,21364.52,2023-02-18,2023-02-18,1,0,182,Accepted,Paid
PO-010792,SKU-00137,SUP-0097,2023-04-21,0,2260,3404583.75,2023-06-01,2023-05-27,1,0,2081,Accepted,Paid
PO-010793,SKU-00320,SUP-0046,2023-12-09,1,3334,153345792.25,2023-12-18,2023-12-20,0,2,3100,Partially Rejected,Paid
PO-010794,SKU-00440,SUP-0197,2024-11-18,0,166,6148629.58,2024-11-28,2024-11-29,0,1,161,Accepted,Paid
PO-010795,SKU-00463,SUP-0059,2024-11-16,1,423,3208.19,2024-11-28,2024-12-01,0,3,407,Accepted,Overdue
PO-010796,SKU-00216,SUP-0092,2024-09-05,0,26,57011.36,2024-09-24,2024-09-22,1,0,23,Accepted,Paid
PO-010797,SKU-00371,SUP-0063,2024-04-21,1,110,38268.44,2024-04-29,2024-05-01,0,2,108,Accepted,Paid
PO-010798,SKU-00346,SUP-0127,2023-06-27,0,61,563214.43,2023-07-01,2023-07-01,1,0,56,Accepted,Paid
PO-010799,SKU-00015,SUP-0145,2024-06-01,1,96,824601.73,2024-06-08,2024-06-10,0,2,93,Accepted,Paid
PO-010800,SKU-00256,SUP-0181,2023-06-10,1,160,6268078.39,2023-06-15,2023-06-16,0,1,152,Accepted,Paid
PO-010801,SKU-00265,SUP-0190,2024-04-03,0,37,1724.0,2024-04-15,2024-04-15,1,0,33,Accepted,Paid
PO-010802,SKU-00478,SUP-0193,2023-08-02,0,101,11371.84,2023-08-13,2023-08-12,1,0,91,Accepted,Paid
PO-010803,SKU-00143,SUP-0065,2023-08-26,1,821,695828.77,2023-09-11,2023-09-15,0,4,769,Accepted,Overdue
PO-010804,SKU-00233,SUP-0055,2023-09-16,1,2319,304524.13,2023-10-07,2023-10-13,0,6,2093,Accepted,Pending
PO-010805,SKU-00481,SUP-0115,2024-10-05,1,1991,274359.3,2024-10-16,2024-10-19,0,3,1809,Accepted,Paid
PO-010806,SKU-00425,SUP-0028,2023-02-25,1,421,1792918.71,2023-03-22,2023-03-28,0,6,388,Accepted,Pending
PO-010807,SKU-00087,SUP-0096,2024-09-10,0,2840,5877172.4,2024-09-19,2024-09-19,1,0,2806,Accepted,Paid
PO-010808,SKU-00162,SUP-0102,2024-04-15,0,726,3158379.91,2024-04-25,2024-04-25,1,0,682,Partially Rejected,Paid
PO-010809,SKU-00215,SUP-0196,2023-11-03,0,78,20820.1,2023-11-19,2023-11-16,1,0,75,Accepted,Paid
PO-010810,SKU-00482,SUP-0075,2023-01-28,1,1716,5938671.03,2023-02-26,2023-03-05,0,7,1637,Accepted,Pending
PO-010811,SKU-00080,SUP-0108,2024-02-19,0,85,83998.92,2024-02-24,2024-02-23,1,0,80,Accepted,Paid
PO-010812,SKU-00235,SUP-0134,2024-09-08,1,216,92101.58,2024-10-13,2024-10-18,0,5,204,Accepted,Overdue
PO-010813,SKU-00070,SUP-0049,2024-10-10,0,87,177651.58,2024-10-19,2024-10-20,0,1,80,Accepted,Pending
PO-010814,SKU-00186,SUP-0009,2023-03-02,0,2509,9984162.72,2023-03-27,2023-03-26,1,0,2428,Accepted,Paid
PO-010815,SKU-00052,SUP-0050,2023-11-19,1,446,3006040.91,2024-01-02,2024-01-14,0,12,402,Accepted,Paid
PO-010816,SKU-00067,SUP-0102,2023-07-17,0,2164,7583601.49,2023-07-27,2023-07-27,1,0,2084,Accepted,Overdue
PO-010817,SKU-00218,SUP-0152,2023-07-24,0,51,387140.68,2023-08-21,2023-08-20,1,0,47,Accepted,Paid
PO-010818,SKU-00343,SUP-0038,2023-02-26,1,1752,8210820.94,2023-03-05,2023-03-07,0,2,1674,Accepted,Paid
PO-010819,SKU-00200,SUP-0027,2023-08-02,0,16,8361.67,2023-08-22,2023-08-23,0,1,14,Accepted,Paid
PO-010820,SKU-00256,SUP-0181,2024-09-02,0,866,32565562.5,2024-09-07,2024-09-07,1,0,830,Accepted,Paid
PO-010821,SKU-00302,SUP-0125,2023-08-14,0,122,181373.85,2023-08-26,2023-08-26,1,0,113,Accepted,Paid
PO-010822,SKU-00375,SUP-0084,2024-10-25,0,65,255449.51,2024-11-12,2024-11-11,1,0,59,Accepted,Paid
PO-010823,SKU-00096,SUP-0114,2024-11-14,0,1186,54279.0,2024-11-23,2024-11-23,1,0,1163,Accepted,Paid
PO-010824,SKU-00301,SUP-0003,2024-03-04,0,3165,21731226.43,2024-04-01,2024-03-29,1,0,3121,Accepted,Paid
PO-010825,SKU-00204,SUP-0152,2023-05-20,1,1890,12998447.59,2023-06-17,2023-06-22,0,5,1833,Accepted,Paid
PO-010826,SKU-00215,SUP-0196,2024-03-06,0,60,15884.98,2024-03-22,2024-03-23,0,1,54,Accepted,Paid
PO-010827,SKU-00081,SUP-0193,2023-07-12,0,1959,836693.12,2023-07-23,2023-07-22,1,0,1812,Accepted,Paid
